base_size,layer_index,petal_index,opening_degree,cp1_x,cp1_y,cp2_x,cp2_y,cp3_x,cp3_y,cp4_x,cp4_y,cp5_x,cp5_y,cp6_x,cp6_y,cp7_x,cp7_y,cp8_x,cp8_y,extrude_depth
7.401001,2,10,0.263228,-0.675947,0.0,-0.951293,2.051251,-0.670197,4.806909,-0.39544,8.069624,0.091755,8.363676,0.424228,8.359064,0.663994,5.072828,0.94984,2.006308,0.027242
7.401001,2,11,0.263228,-0.702034,0.0,-0.962925,2.095002,-0.630408,4.986271,-0.410105,7.953497,0.08341,8.282461,0.393456,8.329317,0.686681,5.093643,0.951402,2.10182,0.028038
7.401001,2,12,0.263228,-0.659218,0.0,-0.950797,2.087742,-0.69053,5.043558,-0.408739,8.261694,0.101792,8.110913,0.433224,7.70364,0.697083,5.06985,0.953031,2.160104,0.027728
7.478107,0,0,0.756854,-0.597192,0.0,-0.85105,1.4044,-0.597164,3.64283,-0.370662,5.405591,0.00021,6.096003,0.358458,5.658991,0.596631,3.550973,0.843907,1.364157,0.028813
7.478107,0,1,0.756854,-0.595328,0.0,-0.842169,1.47567,-0.601374,3.377099,-0.358084,5.817517,0.000959,6.109445,0.361314,5.722043,0.626969,3.35556,0.879944,1.417321,0.028491
7.478107,0,2,0.756854,-0.596145,0.0,-0.852764,1.456477,-0.62152,3.53155,-0.373,5.766524,-0.011784,5.992311,0.359326,5.56582,0.614087,3.488845,0.863088,1.45658,0.029243
7.478107,0,3,0.756854,-0.601399,0.0,-0.841797,1.483442,-0.622372,3.488134,-0.354872,5.33881,0.009146,5.750406,0.361819,5.231524,0.608589,3.542121,0.864826,1.40543,0.028895
7.478107,0,4,0.756854,-0.591977,0.0,-0.798107,1.476079,-0.597511,3.4358,-0.364811,5.475342,-0.00768,5.876672,0.373343,5.591068,0.610731,3.504051,0.871882,1.421924,0.02804
7.478107,1,0,0.756854,-0.674749,0.0,-0.942512,1.662399,-0.725123,3.77642,-0.412723,6.451125,0.112993,6.560648,0.405926,6.413826,0.683884,3.97662,0.971321,1.714802,0.02561
7.478107,1,1,0.756854,-0.727956,0.0,-0.974453,1.581279,-0.655438,3.903312,-0.429742,6.58304,0.111345,6.719939,0.435755,6.221839,0.680326,3.981945,0.935958,1.654936,0.026183
7.478107,1,2,0.756854,-0.642564,0.0,-0.954211,1.659894,-0.69279,3.789546,-0.426757,6.399652,0.114521,6.73319,0.416238,6.20901,0.665117,3.735081,0.9691,1.637825,0.026373
7.478107,1,3,0.756854,-0.674995,0.0,-0.956246,1.589309,-0.677382,4.011173,-0.408299,6.144026,0.115587,6.456587,0.398214,6.34227,0.649533,4.053223,0.952172,1.6566,0.026086
7.478107,1,4,0.756854,-0.673051,0.0,-0.969248,1.59246,-0.691528,3.857636,-0.400259,6.318365,0.113565,6.469919,0.418162,6.162387,0.679865,4.006198,0.986313,1.667513,0.025902
7.478107,1,5,0.756854,-0.659064,0.0,-0.978426,1.610409,-0.642763,3.7044,-0.423951,6.284446,0.111458,6.303985,0.399434,6.43707,0.682044,4.14893,0.941091,1.544053,0.025189
7.478107,1,6,0.756854,-0.695743,0.0,-0.950814,1.613397,-0.680493,4.065587,-0.400088,6.261533,0.111108,6.5404,0.408862,6.312129,0.687986,3.740484,0.947675,1.599172,0.027538
7.478107,1,7,0.756854,-0.706888,0.0,-0.989605,1.655895,-0.666119,3.877132,-0.414488,6.640383,0.13036,6.796841,0.397765,6.252977,0.672286,4.113352,0.931304,1.586748,0.026531
7.478107,2,0,0.756854,-0.767879,0.0,-1.07065,1.794691,-0.748967,4.275948,-0.467666,7.01663,0.239125,7.690893,0.450746,7.181598,0.765725,4.403189,1.070553,1.771409,0.023828
7.478107,2,1,0.756854,-0.771038,0.0,-1.007475,1.837028,-0.773352,4.365415,-0.450626,6.966626,0.252843,7.098072,0.465277,7.349707,0.770739,4.430518,1.071858,1.749731,0.021981
7.478107,2,2,0.756854,-0.750917,0.0,-1.017086,1.860189,-0.740729,4.340533,-0.457758,6.704346,0.223723,6.959069,0.451943,6.788435,0.811215,4.175194,1.051212,1.859164,0.021862
7.478107,2,3,0.756854,-0.761521,0.0,-1.039435,1.899767,-0.761809,4.192414,-0.4451,7.242091,0.235202,7.412078,0.449367,7.445976,0.730348,4.262823,1.073464,1.809123,0.022789
7.478107,2,4,0.756854,-0.739914,0.0,-1.066103,1.882268,-0.766438,4.402116,-0.476372,7.599191,0.233185,7.502935,0.476694,6.859921,0.794482,4.051607,1.085298,1.797234,0.023745
7.478107,2,5,0.756854,-0.742431,0.0,-0.993833,1.815782,-0.727093,4.202864,-0.454838,7.188293,0.239125,7.334437,0.438098,6.63031,0.775888,4.150864,1.050211,1.784126,0.022993
7.478107,2,6,0.756854,-0.757465,0.0,-1.086593,1.799588,-0.763632,4.315999,-0.442176,7.279929,0.240964,7.086308,0.437733,7.178859,0.740632,4.332857,1.059979,1.841909,0.023558
7.478107,2,7,0.756854,-0.745838,0.0,-1.044162,1.822769,-0.765215,4.397631,-0.413104,6.989053,0.211522,6.855029,0.45176,7.437071,0.770618,4.652693,1.040122,1.803412,0.023318
7.478107,2,8,0.756854,-0.773091,0.0,-1.096334,1.772969,-0.75512,4.342255,-0.440911,7.056644,0.233425,7.394503,0.454218,7.299036,0.768494,4.385371,1.035891,1.808515,0.022295
7.478107,2,9,0.756854,-0.744394,0.0,-1.015977,1.839787,-0.815719,4.443829,-0.466127,7.128605,0.235115,7.133874,0.442879,6.877548,0.739805,4.40139,1.061367,1.869979,0.02363
7.478107,2,10,0.756854,-0.741791,0.0,-1.047363,1.889462,-0.748983,4.372811,-0.448216,6.950762,0.24188,7.169363,0.459669,6.913382,0.786453,4.427703,1.063568,1.815826,0.023612
7.478107,2,11,0.756854,-0.749568,0.0,-1.061266,1.824787,-0.78423,4.361699,-0.443532,7.189554,0.227286,7.24218,0.445776,7.120204,0.793354,4.330315,1.056497,1.789968,0.022928
7.478107,2,12,0.756854,-0.779938,0.0,-1.114772,1.810708,-0.746908,4.483563,-0.454556,7.207861,0.2187,7.21543,0.470174,6.946267,0.776116,4.230077,1.022195,1.902043,0.022351
5.154564,0,0,0.544154,-0.409884,0.0,-0.56084,1.066242,-0.391976,2.533265,-0.256007,3.997923,-0.002002,4.407681,0.242374,4.041867,0.377407,2.608843,0.574964,1.071494,0.020679
5.154564,0,1,0.544154,-0.393561,0.0,-0.579845,1.100885,-0.426999,2.405441,-0.244238,3.974046,0.008199,4.29862,0.242199,4.075692,0.406333,2.526209,0.601168,1.087078,0.022268
5.154564,0,2,0.544154,-0.403398,0.0,-0.566101,1.040308,-0.400825,2.550379,-0.241602,4.032265,0.002,4.328068,0.246752,3.954808,0.400055,2.588583,0.520898,1.053134,0.021
5.154564,0,3,0.544154,-0.386119,0.0,-0.564271,1.055784,-0.396641,2.586127,-0.242556,4.101399,-0.003412,4.231092,0.232132,4.040731,0.403328,2.534179,0.53746,1.049812,0.021845
5.154564,0,4,0.544154,-0.411252,0.0,-0.573298,1.041954,-0.387916,2.693829,-0.222324,4.019727,-0.007874,4.170479,0.236099,4.016933,0.423503,2.447202,0.53803,1.04446,0.02198
5.154564,1,0,0.544154,-0.467537,0.0,-0.622792,1.186475,-0.451235,2.843474,-0.269238,4.663044,0.065167,4.683179,0.269859,4.635572,0.435794,2.937704,0.637125,1.246517,0.019256
5.154564,1,1,0.544154,-0.438465,0.0,-0.581967,1.184707,-0.452962,2.938989,-0.288839,4.698139,0.060835,4.650355,0.270698,4.733849,0.426158,2.895758,0.623768,1.215192,0.020201
5.154564,1,2,0.544154,-0.459232,0.0,-0.648841,1.221876,-0.453544,2.792145,-0.274171,4.779339,0.049065,4.592322,0.27395,4.811763,0.438668,2.824257,0.603546,1.248839,0.019598
5.154564,1,3,0.544154,-0.436525,0.0,-0.633102,1.224833,-0.455265,2.932498,-0.261854,4.668036,0.042898,4.795409,0.27535,4.632116,0.422323,2.969683,0.66566,1.155082,0.019878
5.154564,1,4,0.544154,-0.430442,0.0,-0.636547,1.199435,-0.45662,2.83644,-0.255591,4.592177,0.045685,4.809659,0.263488,4.703938,0.426634,2.853842,0.616271,1.164697,0.018798
5.154564,1,5,0.544154,-0.449252,0.0,-0.624874,1.205558,-0.458313,2.819492,-0.261452,4.473857,0.05224,4.877397,0.26883,4.530308,0.441711,2.892117,0.63843,1.215398,0.019658
5.154564,1,6,0.544154,-0.452665,0.0,-0.608827,1.219707,-0.452703,2.802254,-0.272892,4.740993,0.049678,4.990295,0.263548,4.567186,0.450733,2.90431,0.605557,1.178965,0.020392
5.154564,1,7,0.544154,-0.462873,0.0,-0.655678,1.2038,-0.416863,3.048341,-0.261735,4.761974,0.071,4.912679,0.266434,4.611247,0.457248,2.777202,0.64863,1.18341,0.019134
5.154564,2,0,0.544154,-0.474315,0.0,-0.705097,1.388094,-0.495029,3.29058,-0.288825,5.346526,0.116283,5.549644,0.299611,4.981619,0.510614,3.206216,0.696592,1.320807,0.01702
5.154564,2,1,0.544154,-0.507507,0.0,-0.685612,1.34046,-0.498587,3.30431,-0.309036,5.433041,0.104989,5.304545,0.302772,5.171914,0.483661,3.249437,0.697083,1.321858,0.016819
5.154564,2,2,0.544154,-0.490993,0.0,-0.697588,1.342205,-0.489861,3.107152,-0.280499,5.039292,0.106121,5.112482,0.294249,5.249876,0.507748,3.033388,0.672107,1.304637,0.01677
5.154564,2,3,0.544154,-0.483439,0.0,-0.715995,1.382658,-0.511678,3.190009,-0.317148,5.240567,0.110433,5.384162,0.299062,5.492115,0.490625,3.172636,0.676256,1.364419,0.016604
5.154564,2,4,0.544154,-0.500771,0.0,-0.67343,1.295467,-0.539514,3.084816,-0.297252,5.327429,0.09582,5.365119,0.28278,5.460226,0.488397,3.157424,0.676074,1.388503,0.01775
5.154564,2,5,0.544154,-0.508993,0.0,-0.678795,1.332334,-0.490154,3.198663,-0.296712,5.4581,0.119071,5.1901,0.304197,5.521208,0.465576,3.211119,0.689583,1.340082,0.016593
5.154564,2,6,0.544154,-0.484831,0.0,-0.713037,1.388878,-0.495368,3.171805,-0.30642,5.251664,0.109286,5.429222,0.313906,5.579099,0.521297,3.252467,0.733779,1.324171,0.017563
5.154564,2,7,0.544154,-0.516066,0.0,-0.677496,1.373973,-0.508341,3.181726,-0.290826,5.22774,0.111687,5.396524,0.303745,5.513275,0.518109,3.259493,0.740265,1.273874,0.017865
5.154564,2,8,0.544154,-0.503802,0.0,-0.666524,1.299097,-0.496106,3.217086,-0.288085,4.927603,0.129727,5.486985,0.293521,5.159127,0.508522,3.199897,0.695432,1.322616,0.016922
5.154564,2,9,0.544154,-0.483288,0.0,-0.688889,1.308773,-0.476753,3.186895,-0.292098,5.206511,0.105762,5.107818,0.305776,5.033984,0.496193,3.185068,0.714242,1.321665,0.01731
5.154564,2,10,0.544154,-0.501682,0.0,-0.702106,1.342603,-0.474022,3.052952,-0.294993,5.184811,0.107312,5.152541,0.291375,5.212664,0.479956,3.137785,0.716748,1.367763,0.01684
5.154564,2,11,0.544154,-0.499498,0.0,-0.714905,1.372989,-0.508086,3.198531,-0.303301,5.22264,0.12746,5.605554,0.316124,5.3517,0.52131,3.057993,0.739537,1.300169,0.018507
5.154564,2,12,0.544154,-0.491211,0.0,-0.677129,1.373628,-0.495563,3.290828,-0.309219,5.236337,0.112627,5.452385,0.305208,5.315836,0.527638,3.279021,0.703093,1.244388,0.017531
4.191213,0,0,0.604763,-0.318702,0.0,-0.449598,0.875832,-0.327882,2.153512,-0.193773,3.190565,-0.006525,3.263195,0.201637,3.211797,0.340998,2.081785,0.464616,0.873286,0.017239
4.191213,0,1,0.604763,-0.338999,0.0,-0.456279,0.875465,-0.333097,2.162063,-0.189154,3.167714,0.00742,3.525445,0.18984,3.159744,0.327935,1.988497,0.48669,0.866169,0.016495
4.191213,0,2,0.604763,-0.333101,0.0,-0.469831,0.888583,-0.330143,2.044288,-0.198333,3.250859,-0.003181,3.52408,0.206606,3.49028,0.331544,2.016429,0.453757,0.873932,0.016892
4.191213,0,3,0.604763,-0.308915,0.0,-0.483887,0.862738,-0.334236,1.977016,-0.199263,3.227983,-0.012817,3.158849,0.203961,3.064741,0.323187,2.034018,0.475217,0.833917,0.01694
4.191213,0,4,0.604763,-0.331229,0.0,-0.451768,0.86561,-0.330946,2.015138,-0.189144,3.302822,0.000617,3.346076,0.190887,3.390019,0.312701,2.019715,0.453085,0.844713,0.017688
4.191213,1,0,0.604763,-0.358626,0.0,-0.530103,0.962105,-0.357243,2.342904,-0.217011,3.662912,0.053612,3.913284,0.226933,3.590695,0.363454,2.379066,0.519798,0.97289,0.016282
4.191213,1,1,0.604763,-0.371118,0.0,-0.50353,0.967982,-0.361519,2.294525,-0.22923,3.691899,0.046071,3.886943,0.230364,3.928732,0.360141,2.329968,0.508619,0.916034,0.015192
4.191213,1,2,0.604763,-0.35832,0.0,-0.545544,0.959466,-0.370769,2.285297,-0.22243,3.766568,0.049093,3.788617,0.219162,3.561233,0.378263,2.171452,0.523223,1.014605,0.015256
4.191213,1,3,0.604763,-0.366737,0.0,-0.519939,0.997488,-0.366087,2.32169,-0.23048,3.764847,0.054011,3.814025,0.223878,3.687747,0.35787,2.410665,0.528352,0.988799,0.015791
4.191213,1,4,0.604763,-0.367434,0.0,-0.511949,0.977649,-0.370522,2.277183,-0.221441,3.692138,0.050135,3.706487,0.215185,3.784645,0.37701,2.330033,0.511158,0.965415,0.015624
4.191213,1,5,0.604763,-0.373998,0.0,-0.515759,0.94336,-0.375184,2.217456,-0.223003,3.808331,0.056063,3.676067,0.218863,3.765122,0.377997,2.240531,0.502707,0.994878,0.014581
4.191213,1,6,0.604763,-0.358575,0.0,-0.509875,1.028442,-0.359252,2.289298,-0.225944,3.662343,0.048261,3.798634,0.230636,3.76052,0.373739,2.366678,0.519273,0.909186,0.014902
4.191213,1,7,0.604763,-0.382319,0.0,-0.519285,0.922449,-0.367016,2.335937,-0.205517,3.6627,0.06699,3.854911,0.227752,3.700817,0.358706,2.337174,0.538155,0.962054,0.01491
4.191213,2,0,0.604763,-0.418851,0.0,-0.577068,1.064717,-0.402885,2.553477,-0.239625,4.211458,0.10442,4.553065,0.242303,4.073303,0.401256,2.597375,0.570723,1.042757,0.013839
4.191213,2,1,0.604763,-0.393181,0.0,-0.575165,1.114809,-0.418263,2.649143,-0.258502,4.186349,0.096742,4.150254,0.235385,4.317978,0.425637,2.421129,0.557131,1.069204,0.013649
4.191213,2,2,0.604763,-0.414316,0.0,-0.573548,1.048717,-0.392914,2.553072,-0.237106,4.137983,0.105181,4.17626,0.243594,4.226369,0.38639,2.516094,0.591995,1.032992,0.013517
4.191213,2,3,0.604763,-0.41186,0.0,-0.582371,1.020158,-0.403873,2.62712,-0.252118,4.058555,0.09839,4.271912,0.239602,4.23219,0.415046,2.499185,0.576106,1.071632,0.013721
4.191213,2,4,0.604763,-0.409468,0.0,-0.584815,1.046965,-0.416023,2.499966,-0.252173,4.100233,0.108215,4.007756,0.256878,4.108601,0.42522,2.649458,0.557952,1.051147,0.013614
4.191213,2,5,0.604763,-0.400237,0.0,-0.56349,1.09115,-0.406772,2.403141,-0.241219,3.812845,0.113863,4.445634,0.254106,4.394045,0.442236,2.671467,0.571377,1.049879,0.01373
4.191213,2,6,0.604763,-0.382992,0.0,-0.545497,1.057421,-0.427111,2.550134,-0.242924,4.256976,0.109079,4.316746,0.249491,4.319446,0.447455,2.626663,0.566024,1.131918,0.014001
4.191213,2,7,0.604763,-0.403977,0.0,-0.56872,1.013051,-0.404738,2.556337,-0.254991,4.429396,0.097396,4.214951,0.228624,4.416436,0.400826,2.479488,0.581296,1.135245,0.013539
4.191213,2,8,0.604763,-0.382603,0.0,-0.539888,1.094355,-0.404575,2.630869,-0.247846,4.12961,0.09437,4.253371,0.249446,4.060365,0.426162,2.528932,0.612397,1.018243,0.013081
4.191213,2,9,0.604763,-0.409589,0.0,-0.538846,1.016291,-0.40702,2.583438,-0.260625,4.2972,0.105201,4.085415,0.24828,4.046975,0.423053,2.503525,0.585127,1.057683,0.014945
4.191213,2,10,0.604763,-0.416766,0.0,-0.575948,1.046451,-0.389492,2.420854,-0.234277,4.160508,0.104511,4.303382,0.248869,3.98377,0.402062,2.526627,0.581276,1.064205,0.013433
4.191213,2,11,0.604763,-0.41247,0.0,-0.573932,1.038106,-0.392468,2.675287,-0.251054,4.280717,0.09926,4.365741,0.242118,4.079969,0.404622,2.484792,0.597827,1.094364,0.013864
4.191213,2,12,0.604763,-0.418535,0.0,-0.533938,1.071633,-0.424869,2.595746,-0.240305,4.065126,0.094982,4.061919,0.255295,4.329007,0.370991,2.537245,0.560619,1.127465,0.013686
4.180828,0,0,0.362175,-0.330762,0.0,-0.436944,0.866222,-0.303434,2.264859,-0.180509,3.501481,0.007063,3.71531,0.195238,3.313879,0.320617,2.03487,0.437938,0.919981,0.018587
4.180828,0,1,0.362175,-0.326857,0.0,-0.455728,0.913784,-0.315575,2.092158,-0.184922,3.446456,-0.002415,3.556191,0.195686,3.685972,0.323069,2.15005,0.423953,0.895657,0.019301
4.180828,0,2,0.362175,-0.293814,0.0,-0.445161,0.882931,-0.313214,2.189157,-0.181771,3.753079,0.00589,3.63472,0.185573,3.524626,0.304153,2.184972,0.427928,0.956873,0.019363
4.180828,0,3,0.362175,-0.317918,0.0,-0.420882,0.867837,-0.326155,2.220835,-0.182557,3.655374,0.005315,3.691025,0.192762,3.498481,0.301571,2.250518,0.421451,0.937803,0.018573
4.180828,0,4,0.362175,-0.323977,0.0,-0.429608,0.910607,-0.301353,2.272233,-0.181728,3.413307,0.001741,3.798114,0.182189,3.532819,0.304219,2.219344,0.435848,0.922592,0.018703
4.180828,1,0,0.362175,-0.335639,0.0,-0.485297,1.012673,-0.342217,2.402697,-0.218079,3.954476,0.030617,4.030178,0.225172,3.921834,0.355335,2.518337,0.475885,0.960332,0.016866
4.180828,1,1,0.362175,-0.352809,0.0,-0.492816,1.03158,-0.330765,2.567192,-0.199686,4.055244,0.03202,3.981839,0.212176,3.761554,0.342957,2.485495,0.466147,1.064046,0.016484
4.180828,1,2,0.362175,-0.372229,0.0,-0.501909,0.992787,-0.324499,2.386765,-0.226113,4.109021,0.037634,4.035269,0.218268,4.034124,0.342255,2.561403,0.490226,0.995016,0.016692
4.180828,1,3,0.362175,-0.342431,0.0,-0.524919,0.989402,-0.342517,2.511711,-0.204122,3.829666,0.030824,4.074484,0.217745,4.147991,0.342616,2.470336,0.491321,0.99011,0.016597
4.180828,1,4,0.362175,-0.365785,0.0,-0.50025,0.989665,-0.341671,2.467951,-0.212357,4.089183,0.029271,4.151911,0.211291,4.056022,0.36828,2.446198,0.505124,1.031413,0.016903
4.180828,1,5,0.362175,-0.37259,0.0,-0.478727,1.033491,-0.343662,2.501848,-0.215117,3.869683,0.037566,4.060139,0.214638,3.933327,0.349788,2.420007,0.514055,1.045802,0.016733
4.180828,1,6,0.362175,-0.353913,0.0,-0.504703,1.003085,-0.361086,2.504649,-0.214481,3.849759,0.028833,4.067026,0.213268,3.819525,0.359414,2.382141,0.499977,0.981137,0.016885
4.180828,1,7,0.362175,-0.370095,0.0,-0.486303,1.007001,-0.345508,2.316998,-0.209654,3.892675,0.024483,4.144682,0.206395,4.017519,0.360463,2.488078,0.474068,0.958674,0.016952
4.180828,2,0,0.362175,-0.377737,0.0,-0.538253,1.150672,-0.377631,2.654167,-0.23718,4.401997,0.06883,4.453362,0.24079,4.285452,0.375785,2.786631,0.536776,1.162982,0.014508
4.180828,2,1,0.362175,-0.385052,0.0,-0.544106,1.064805,-0.405481,2.662221,-0.223494,4.381575,0.052274,4.302877,0.236949,4.298555,0.373183,2.712569,0.554981,1.157445,0.01473
4.180828,2,2,0.362175,-0.398859,0.0,-0.559303,1.143364,-0.364952,2.584429,-0.230832,4.390969,0.064401,4.60363,0.236195,4.486914,0.386966,2.535205,0.560814,1.144827,0.01586
4.180828,2,3,0.362175,-0.395546,0.0,-0.538774,1.111856,-0.402782,2.867192,-0.237565,4.411311,0.064191,4.398876,0.233459,4.28132,0.378033,2.689408,0.554905,1.172078,0.014248
4.180828,2,4,0.362175,-0.383011,0.0,-0.522397,1.076749,-0.398981,2.772982,-0.23559,4.393633,0.060335,4.499596,0.246183,4.361148,0.410345,2.779825,0.586736,1.161331,0.014532
4.180828,2,5,0.362175,-0.40617,0.0,-0.543077,1.157845,-0.383605,2.8859,-0.220851,4.552213,0.062222,4.195085,0.227195,4.77901,0.402139,2.778266,0.554914,1.174937,0.015297
4.180828,2,6,0.362175,-0.388663,0.0,-0.549536,1.138285,-0.401761,2.584608,-0.2344,4.563175,0.053023,4.623403,0.240948,4.330612,0.405165,2.543832,0.560994,1.145761,0.015024
4.180828,2,7,0.362175,-0.41225,0.0,-0.548955,1.109679,-0.387264,2.75303,-0.226013,4.300524,0.051973,4.726703,0.234627,4.630385,0.403755,2.714091,0.547358,1.189848,0.015511
4.180828,2,8,0.362175,-0.402992,0.0,-0.551058,1.139011,-0.393296,2.796132,-0.226479,4.526066,0.064983,4.483659,0.229166,4.447214,0.382073,2.665488,0.569089,1.141029,0.014808
4.180828,2,9,0.362175,-0.410682,0.0,-0.561879,1.127279,-0.381043,2.66734,-0.233619,4.480109,0.061152,4.649398,0.233301,4.362173,0.414834,2.624905,0.546545,1.164383,0.015403
4.180828,2,10,0.362175,-0.374808,0.0,-0.535953,1.174185,-0.384286,2.677258,-0.236572,4.488393,0.071471,4.612695,0.233053,4.480942,0.383736,2.782838,0.564422,1.165949,0.014653
4.180828,2,11,0.362175,-0.395512,0.0,-0.535473,1.168531,-0.401786,2.812425,-0.227504,4.549247,0.05363,4.412951,0.234406,4.355551,0.371095,2.748544,0.545571,1.105599,0.014519
4.180828,2,12,0.362175,-0.412571,0.0,-0.530497,1.138969,-0.386402,2.663677,-0.221311,4.412649,0.06149,4.481223,0.234795,4.468986,0.383685,2.643731,0.526901,1.169544,0.014942
4.763878,0,0,0.200746,-0.341189,0.0,-0.49133,1.082974,-0.34033,2.582621,-0.211905,4.125193,0.005633,4.381859,0.221228,4.172316,0.340651,2.580498,0.522133,1.102764,0.022999
4.763878,0,1,0.200746,-0.334862,0.0,-0.485803,1.137634,-0.338887,2.688253,-0.210557,4.120179,0.009439,4.484871,0.210996,4.165763,0.354136,2.575428,0.469828,1.082997,0.022801
4.763878,0,2,0.200746,-0.333566,0.0,-0.481881,1.103216,-0.350728,2.643353,-0.208932,4.021648,-0.002725,4.412311,0.208026,4.428125,0.346915,2.51296,0.472685,1.079833,0.021306
4.763878,0,3,0.200746,-0.34924,0.0,-0.452243,1.074182,-0.340653,2.740446,-0.214064,3.904324,-0.010796,4.370761,0.205793,3.930934,0.340764,2.653277,0.486107,1.136806,0.022058
4.763878,0,4,0.200746,-0.354606,0.0,-0.459878,1.03026,-0.330288,2.687064,-0.221216,4.097666,0.002036,4.29881,0.206815,3.960472,0.3642,2.697313,0.505059,1.09254,0.02234
4.763878,1,0,0.200746,-0.398682,0.0,-0.552988,1.268326,-0.404595,2.838557,-0.227162,4.463267,0.02155,4.811032,0.239482,4.847776,0.382029,2.735829,0.556465,1.21114,0.02
4.763878,1,1,0.200746,-0.3889,0.0,-0.543692,1.271004,-0.406557,3.030906,-0.240914,4.680628,0.028578,5.134051,0.227787,4.792461,0.388379,2.955372,0.558783,1.249731,0.019544
4.763878,1,2,0.200746,-0.376804,0.0,-0.589337,1.256357,-0.384139,2.968005,-0.236028,4.747588,0.017702,5.037671,0.219287,4.910592,0.396154,2.99032,0.551427,1.228889,0.02029
4.763878,1,3,0.200746,-0.375971,0.0,-0.571703,1.271634,-0.402335,2.831492,-0.239711,4.483171,0.025336,4.920797,0.224395,4.78453,0.391669,3.082227,0.554466,1.25226,0.019454
4.763878,1,4,0.200746,-0.365084,0.0,-0.575078,1.255798,-0.379047,3.016725,-0.225616,4.85976,0.027036,4.865094,0.224674,4.705399,0.376495,3.046407,0.539033,1.185054,0.021009
4.763878,1,5,0.200746,-0.383247,0.0,-0.550629,1.213915,-0.392987,2.996156,-0.237983,4.615096,0.026768,5.082099,0.225529,4.773299,0.402219,3.085951,0.550573,1.145511,0.019374
4.763878,1,6,0.200746,-0.41218,0.0,-0.53541,1.205338,-0.398841,2.912745,-0.251523,4.656005,0.008336,5.021853,0.219651,4.697929,0.376744,2.872049,0.525536,1.228611,0.020283
4.763878,1,7,0.200746,-0.386278,0.0,-0.552457,1.167558,-0.393061,3.009932,-0.231118,4.805247,0.020282,5.06868,0.235777,4.688566,0.381698,2.884053,0.549088,1.263404,0.020136
4.763878,2,0,0.200746,-0.43058,0.0,-0.616149,1.32066,-0.43416,3.35543,-0.242257,5.369878,0.042192,5.558181,0.251236,5.521945,0.428401,3.34655,0.620474,1.394373,0.016977
4.763878,2,1,0.200746,-0.436106,0.0,-0.621438,1.386838,-0.439569,3.335345,-0.250474,5.458459,0.045258,5.445845,0.261972,5.36557,0.418159,3.390938,0.58856,1.368144,0.017837
4.763878,2,2,0.200746,-0.434623,0.0,-0.588509,1.306573,-0.410658,3.311341,-0.251942,5.376936,0.042273,5.118712,0.247301,5.365639,0.440689,3.304482,0.614244,1.422337,0.019141
4.763878,2,3,0.200746,-0.439783,0.0,-0.584381,1.340929,-0.427163,3.26716,-0.26529,5.679595,0.031252,5.342159,0.271251,5.359626,0.437711,3.314093,0.633828,1.360831,0.018047
4.763878,2,4,0.200746,-0.45336,0.0,-0.581511,1.359995,-0.436084,3.065878,-0.256972,5.417005,0.027497,5.485771,0.265761,5.116655,0.468175,3.361416,0.593814,1.366205,0.017728
4.763878,2,5,0.200746,-0.432057,0.0,-0.611186,1.425323,-0.424908,3.266692,-0.262072,5.000731,0.045285,5.363276,0.258143,5.311585,0.429831,3.349162,0.599973,1.339389,0.017925
4.763878,2,6,0.200746,-0.43985,0.0,-0.61737,1.331271,-0.443753,3.317257,-0.259482,5.423561,0.050655,5.383555,0.26151,5.716659,0.44594,3.136726,0.578578,1.369791,0.018807
4.763878,2,7,0.200746,-0.430347,0.0,-0.638843,1.25893,-0.426287,3.204573,-0.248094,5.489125,0.038503,5.457526,0.277323,5.094325,0.458412,3.161006,0.606629,1.335696,0.017871
4.763878,2,8,0.200746,-0.417547,0.0,-0.621784,1.373198,-0.436252,3.332551,-0.26592,5.474726,0.041836,5.540053,0.246943,5.404516,0.424086,3.236335,0.627393,1.396663,0.017789
4.763878,2,9,0.200746,-0.46107,0.0,-0.617747,1.418765,-0.442626,2.962302,-0.281267,5.284999,0.042685,5.65921,0.268734,5.37589,0.430744,3.2437,0.607469,1.33577,0.017979
4.763878,2,10,0.200746,-0.423533,0.0,-0.594188,1.36135,-0.438678,3.178643,-0.250524,5.562909,0.024067,5.52766,0.240173,5.354584,0.442501,3.325424,0.607332,1.378726,0.017548
4.763878,2,11,0.200746,-0.421419,0.0,-0.60775,1.355299,-0.412069,3.229837,-0.270907,5.525859,0.048341,5.452335,0.255,5.444595,0.450425,3.376874,0.580322,1.399529,0.018216
4.763878,2,12,0.200746,-0.432289,0.0,-0.611169,1.354157,-0.4339,3.09705,-0.257529,5.66875,0.046646,5.105929,0.264844,5.461935,0.450523,3.42805,0.59899,1.432664,0.018246
3.244241,0,0,0.145344,-0.224738,0.0,-0.339581,0.679041,-0.236447,1.699455,-0.139916,2.882856,-0.000846,3.064036,0.145987,2.912247,0.235359,1.766997,0.326322,0.782457,0.015428
3.244241,0,1,0.145344,-0.241571,0.0,-0.334069,0.751498,-0.229227,1.887736,-0.137429,2.977776,-0.003192,3.0703,0.136957,2.828864,0.248911,1.854747,0.318211,0.751459,0.015732
