base_size,layer_index,petal_index,opening_degree,tip_x,tip_y,tip_z,base_spread,base_z_offset,extrude_depth,rotation_angle
3.9159,1,1,0.5771,0.0,2.347386,0.178168,0.807261,0.1361,0.044245,137.5
3.9159,1,2,0.5771,0.0,2.4637,0.168206,0.784906,0.137337,0.043071,275.0
3.9159,1,3,0.5771,0.0,2.498274,0.162127,0.793048,0.134863,0.043097,52.5
3.9159,1,4,0.5771,0.0,2.348149,0.169334,0.786909,0.130315,0.040347,190.0
3.9159,2,0,0.5771,0.21979,3.2024,0.227113,1.034684,0.065342,0.046089,0.0
3.9159,2,1,0.5771,0.215386,3.169973,0.218004,1.065526,0.063786,0.049538,137.5
3.9159,2,2,0.5771,0.225577,3.198943,0.215411,1.081395,0.066609,0.045318,275.0
3.9159,2,3,0.5771,0.227001,3.268026,0.218142,1.04313,0.068435,0.047156,52.5
3.9159,2,4,0.5771,0.221482,3.319174,0.224746,1.088626,0.064846,0.045748,190.0
3.9159,2,5,0.5771,0.222885,3.219523,0.220363,0.992211,0.063058,0.045567,327.5
3.9159,2,6,0.5771,0.225963,3.212202,0.22777,1.093398,0.064383,0.046488,105.0
3.9159,2,7,0.5771,0.228081,3.268716,0.217772,1.070823,0.064032,0.044159,242.5
3.9159,3,0,0.5771,0.456056,3.9888,0.271237,1.275304,0.0,0.051129,0.0
3.9159,3,1,0.5771,0.446826,4.166262,0.271715,1.367877,0.0,0.05105,137.5
3.9159,3,2,0.5771,0.41397,4.114586,0.276725,1.308356,0.0,0.049812,275.0
3.9159,3,3,0.5771,0.468699,4.312931,0.289535,1.243782,0.0,0.048847,52.5
3.9159,3,4,0.5771,0.483675,3.934071,0.262266,1.246284,0.0,0.050668,190.0
3.9159,3,5,0.5771,0.433534,4.054598,0.280868,1.353031,0.0,0.050311,327.5
3.9159,3,6,0.5771,0.4724,4.115975,0.275055,1.337542,0.0,0.049673,105.0
3.9159,3,7,0.5771,0.461903,3.874943,0.263854,1.350674,0.0,0.04891,242.5
3.9159,3,8,0.5771,0.476154,4.015427,0.281384,1.302876,0.0,0.053068,20.0
3.9159,3,9,0.5771,0.44244,4.039904,0.303358,1.218086,0.0,0.050463,157.5
3.9159,3,10,0.5771,0.471485,4.02858,0.277991,1.252502,0.0,0.052863,295.0
3.9159,3,11,0.5771,0.44466,4.045378,0.292076,1.258177,0.0,0.052199,72.5
3.9159,3,12,0.5771,0.457985,3.970387,0.277028,1.286411,0.0,0.05148,210.0
2.6562,1,0,0.0071,0.0,1.889655,0.161128,0.494179,0.090804,0.03021,0.0
2.6562,1,1,0.0071,0.0,1.930436,0.152496,0.482817,0.089259,0.027679,137.5
2.6562,1,2,0.0071,0.0,1.886882,0.154246,0.461583,0.090535,0.030494,275.0
2.6562,1,3,0.0071,0.0,1.917691,0.165501,0.480939,0.091893,0.030172,52.5
2.6562,1,4,0.0071,0.0,1.962316,0.161662,0.46937,0.09089,0.029587,190.0
2.6562,2,0,0.0071,0.001831,2.534376,0.202509,0.572327,0.043715,0.032872,0.0
2.6562,2,1,0.0071,0.001776,2.599866,0.206241,0.641825,0.048096,0.030949,137.5
2.6562,2,2,0.0071,0.001942,2.452834,0.218963,0.621563,0.04482,0.029958,275.0
2.6562,2,3,0.0071,0.001882,2.603605,0.21682,0.674815,0.046337,0.032425,52.5
2.6562,2,4,0.0071,0.001859,2.71191,0.222201,0.64097,0.044125,0.029173,190.0
2.6562,2,5,0.0071,0.001887,2.449148,0.210824,0.62313,0.045945,0.031166,327.5
2.6562,2,6,0.0071,0.00186,2.507986,0.198155,0.610197,0.047052,0.032209,105.0
2.6562,2,7,0.0071,0.001784,2.626383,0.209454,0.633039,0.045284,0.032617,242.5
2.6562,3,0,0.0071,0.003863,3.200994,0.25592,0.805392,0.0,0.035472,0.0
2.6562,3,1,0.0071,0.003793,3.164531,0.252829,0.804402,0.0,0.033706,137.5
2.6562,3,2,0.0071,0.003862,3.199193,0.255471,0.801187,0.0,0.035735,275.0
2.6562,3,3,0.0071,0.003887,3.169923,0.257772,0.752634,0.0,0.033717,52.5
2.6562,3,4,0.0071,0.003739,3.164164,0.263335,0.780494,0.0,0.034044,190.0
2.6562,3,5,0.0071,0.003559,3.270429,0.264501,0.819176,0.0,0.034644,327.5
2.6562,3,6,0.0071,0.003911,2.975898,0.273137,0.792168,0.0,0.034235,105.0
2.6562,3,7,0.0071,0.003695,3.266571,0.263695,0.795404,0.0,0.034712,242.5
2.6562,3,8,0.0071,0.00376,3.040015,0.274865,0.841669,0.0,0.032976,20.0
2.6562,3,9,0.0071,0.003733,3.159798,0.270792,0.782507,0.0,0.034486,157.5
2.6562,3,10,0.0071,0.003585,3.122502,0.266305,0.801175,0.0,0.034918,295.0
2.6562,3,11,0.0071,0.003903,3.235911,0.278017,0.832208,0.0,0.033573,72.5
2.6562,3,12,0.0071,0.003888,3.141575,0.238465,0.765295,0.0,0.035041,210.0
4.0508,1,0,0.9417,0.0,2.295734,0.129531,0.882255,0.132358,0.043927,0.0
4.0508,1,1,0.9417,0.0,2.216273,0.130522,0.860261,0.133596,0.045453,137.5
4.0508,1,2,0.9417,0.0,2.220213,0.128075,0.874784,0.129528,0.045444,275.0
4.0508,1,3,0.9417,0.0,2.234901,0.12379,0.863612,0.132598,0.044478,52.5
4.0508,1,4,0.9417,0.0,2.263197,0.124988,0.890037,0.135017,0.045736,190.0
4.0508,2,0,0.9417,0.381227,3.068293,0.164992,1.254974,0.064791,0.048682,0.0
4.0508,2,1,0.9417,0.389715,3.063608,0.171608,1.201037,0.066135,0.049798,137.5
4.0508,2,2,0.9417,0.394255,2.927388,0.171536,1.184693,0.06793,0.049654,275.0
4.0508,2,3,0.9417,0.384969,3.011434,0.166112,1.170961,0.066789,0.045869,52.5
4.0508,2,4,0.9417,0.377869,3.088916,0.17194,1.172682,0.068794,0.0488,190.0
4.0508,2,5,0.9417,0.375999,3.013109,0.175465,1.233446,0.064375,0.049432,327.5
4.0508,2,6,0.9417,0.376983,2.850138,0.166057,1.123545,0.06792,0.047989,105.0
4.0508,2,7,0.9417,0.363789,3.058299,0.173548,1.152166,0.064997,0.050488,242.5
4.0508,3,0,0.9417,0.725167,3.730132,0.213211,1.505362,0.0,0.049231,0.0
4.0508,3,1,0.9417,0.727106,3.724201,0.209484,1.411802,0.0,0.051652,137.5
4.0508,3,2,0.9417,0.771386,3.478537,0.222903,1.409608,0.0,0.051069,275.0
4.0508,3,3,0.9417,0.76901,3.833529,0.214941,1.504405,0.0,0.052083,52.5
4.0508,3,4,0.9417,0.748382,3.661724,0.206443,1.474338,0.0,0.053929,190.0
4.0508,3,5,0.9417,0.765515,3.717285,0.213464,1.394866,0.0,0.053477,327.5
4.0508,3,6,0.9417,0.771088,3.705128,0.215815,1.430223,0.0,0.051078,105.0
4.0508,3,7,0.9417,0.752832,3.632429,0.208474,1.3578,0.0,0.05337,242.5
4.0508,3,8,0.9417,0.807185,3.725865,0.213155,1.421968,0.0,0.055523,20.0
4.0508,3,9,0.9417,0.74934,3.772893,0.193455,1.45011,0.0,0.054138,157.5
4.0508,3,10,0.9417,0.789582,3.683758,0.217494,1.446502,0.0,0.052324,295.0
4.0508,3,11,0.9417,0.789588,3.63007,0.211144,1.444783,0.0,0.053312,72.5
4.0508,3,12,0.9417,0.781319,3.68048,0.214057,1.409568,0.0,0.052211,210.0
2.2948,1,0,0.4859,0.0,1.508122,0.108135,0.472613,0.076376,0.024323,0.0
2.2948,1,1,0.4859,0.0,1.406513,0.100394,0.438681,0.079313,0.024265,137.5
2.2948,1,2,0.4859,0.0,1.435451,0.105621,0.443558,0.079084,0.025957,275.0
2.2948,1,3,0.4859,0.0,1.430429,0.099768,0.431387,0.077285,0.026489,52.5
2.2948,1,4,0.4859,0.0,1.421359,0.106783,0.458647,0.075582,0.025993,190.0
2.2948,2,0,0.4859,0.111844,1.978475,0.139544,0.59245,0.03814,0.027593,0.0
2.2948,2,1,0.4859,0.111893,1.887388,0.139298,0.61768,0.039215,0.026488,137.5
2.2948,2,2,0.4859,0.111749,1.902427,0.140726,0.609674,0.03779,0.026672,275.0
2.2948,2,3,0.4859,0.108339,1.999083,0.143315,0.614492,0.037447,0.028001,52.5
2.2948,2,4,0.4859,0.110185,2.042475,0.142243,0.575924,0.041083,0.028039,190.0
2.2948,2,5,0.4859,0.113167,1.940773,0.136516,0.606179,0.037393,0.028253,327.5
2.2948,2,6,0.4859,0.112674,1.94856,0.136441,0.610491,0.037824,0.027416,105.0
2.2948,2,7,0.4859,0.106828,1.918102,0.140626,0.604278,0.037837,0.028081,242.5
2.2948,3,0,0.4859,0.228564,2.534195,0.169954,0.714752,0.0,0.030277,0.0
2.2948,3,1,0.4859,0.213331,2.466737,0.181246,0.786147,0.0,0.029052,137.5
2.2948,3,2,0.4859,0.215395,2.561813,0.180926,0.775863,0.0,0.029831,275.0
2.2948,3,3,0.4859,0.218937,2.391396,0.162511,0.77907,0.0,0.030075,52.5
2.2948,3,4,0.4859,0.222201,2.348623,0.173424,0.747161,0.0,0.027923,190.0
2.2948,3,5,0.4859,0.211912,2.444891,0.185423,0.724788,0.0,0.030504,327.5
2.2948,3,6,0.4859,0.220899,2.424997,0.173879,0.782424,0.0,0.03035,105.0
2.2948,3,7,0.4859,0.225404,2.436535,0.174458,0.756528,0.0,0.030142,242.5
2.2948,3,8,0.4859,0.220655,2.411828,0.164461,0.75088,0.0,0.029944,20.0
2.2948,3,9,0.4859,0.229414,2.44246,0.169953,0.749821,0.0,0.029796,157.5
2.2948,3,10,0.4859,0.228113,2.448999,0.177389,0.753386,0.0,0.028946,295.0
2.2948,3,11,0.4859,0.217806,2.33452,0.174544,0.789128,0.0,0.030863,72.5
2.2948,3,12,0.4859,0.218064,2.431099,0.170202,0.724159,0.0,0.029274,210.0
4.1222,1,0,0.1777,0.0,2.763759,0.229925,0.804021,0.140221,0.045811,0.0
4.1222,1,1,0.1777,0.0,2.756426,0.216838,0.730476,0.138603,0.04675,137.5
4.1222,1,2,0.1777,0.0,2.840457,0.220095,0.812652,0.136729,0.043446,275.0
4.1222,1,3,0.1777,0.0,2.795328,0.230803,0.767886,0.141472,0.045639,52.5
4.1222,1,4,0.1777,0.0,2.702054,0.21521,0.745817,0.13839,0.042875,190.0
4.1222,2,0,0.1777,0.070708,3.836029,0.308055,0.987075,0.068442,0.050329,0.0
4.1222,2,1,0.1777,0.072013,3.714179,0.301035,1.026464,0.066269,0.04702,137.5
4.1222,2,2,0.1777,0.072418,3.766655,0.304258,0.982021,0.069226,0.051627,275.0
4.1222,2,3,0.1777,0.074111,3.599723,0.307667,0.957588,0.068086,0.047103,52.5
4.1222,2,4,0.1777,0.073561,3.950355,0.308691,1.029257,0.067465,0.051443,190.0
4.1222,2,5,0.1777,0.073802,3.802663,0.299827,1.013301,0.069599,0.051016,327.5
4.1222,2,6,0.1777,0.07045,3.579189,0.311696,1.032433,0.072016,0.048706,105.0
4.1222,2,7,0.1777,0.071909,3.794411,0.28784,0.965823,0.070122,0.048007,242.5
4.1222,3,0,0.1777,0.145994,5.078069,0.374123,1.266451,0.0,0.051298,0.0
4.1222,3,1,0.1777,0.14657,4.500406,0.379578,1.287152,0.0,0.053241,137.5
4.1222,3,2,0.1777,0.141216,4.829285,0.344685,1.259638,0.0,0.051945,275.0
4.1222,3,3,0.1777,0.145896,4.69181,0.372492,1.243186,0.0,0.053583,52.5
4.1222,3,4,0.1777,0.147295,4.57277,0.395531,1.293422,0.0,0.054244,190.0
4.1222,3,5,0.1777,0.141953,4.524834,0.367746,1.283572,0.0,0.053219,327.5
4.1222,3,6,0.1777,0.141643,4.551028,0.374588,1.262752,0.0,0.054424,105.0
4.1222,3,7,0.1777,0.153262,4.702123,0.374234,1.299047,0.0,0.05345,242.5
4.1222,3,8,0.1777,0.14471,4.818736,0.372093,1.286618,0.0,0.051358,20.0
4.1222,3,9,0.1777,0.153487,4.796977,0.38361,1.334395,0.0,0.055205,157.5
4.1222,3,10,0.1777,0.150795,4.533401,0.39915,1.284509,0.0,0.055097,295.0
4.1222,3,11,0.1777,0.150164,4.755474,0.365662,1.286121,0.0,0.055736,72.5
4.1222,3,12,0.1777,0.153236,4.726422,0.385761,1.28845,0.0,0.055781,210.0
1.5807,1,0,0.0502,0.0,1.154829,0.100097,0.287645,0.051193,0.017961,0.0
1.5807,1,1,0.0502,0.0,1.113233,0.096292,0.287496,0.053646,0.017592,137.5
1.5807,1,2,0.0502,0.0,1.116433,0.097213,0.293996,0.054129,0.016523,275.0
1.5807,1,3,0.0502,0.0,1.136592,0.085828,0.28052,0.051661,0.017979,52.5
1.5807,1,4,0.0502,0.0,1.133352,0.092021,0.284496,0.056542,0.017714,190.0
1.5807,2,0,0.0502,0.008147,1.482856,0.125882,0.381674,0.027589,0.019399,0.0
1.5807,2,1,0.0502,0.007925,1.473157,0.121903,0.409745,0.02664,0.019057,137.5
1.5807,2,2,0.0502,0.007488,1.52324,0.126226,0.391318,0.025608,0.017943,275.0
1.5807,2,3,0.0502,0.00813,1.509778,0.122012,0.375151,0.026065,0.018579,52.5
1.5807,2,4,0.0502,0.007927,1.512859,0.124527,0.370056,0.026856,0.019171,190.0
1.5807,2,5,0.0502,0.007569,1.53134,0.125166,0.375311,0.026914,0.018842,327.5
1.5807,2,6,0.0502,0.008458,1.584821,0.119799,0.375195,0.026465,0.018213,105.0
1.5807,2,7,0.0502,0.007949,1.537647,0.12002,0.39296,0.027439,0.018588,242.5
1.5807,3,0,0.0502,0.01593,1.853739,0.154772,0.501196,0.0,0.021403,0.0
1.5807,3,1,0.0502,0.015704,1.834219,0.160972,0.455993,0.0,0.020432,137.5
1.5807,3,2,0.0502,0.015332,1.943689,0.153195,0.497366,0.0,0.020591,275.0
1.5807,3,3,0.0502,0.015897,1.90199,0.15592,0.488771,0.0,0.020153,52.5
1.5807,3,4,0.0502,0.014726,1.792358,0.157647,0.49084,0.0,0.02139,190.0
1.5807,3,5,0.0502,0.016579,1.897861,0.157009,0.466402,0.0,0.021597,327.5
1.5807,3,6,0.0502,0.015436,1.8801,0.151841,0.518054,0.0,0.020659,105.0
1.5807,3,7,0.0502,0.015267,1.884593,0.154501,0.46732,0.0,0.020616,242.5
1.5807,3,8,0.0502,0.015088,1.970464,0.15135,0.486896,0.0,0.019635,20.0
1.5807,3,9,0.0502,0.015972,1.905639,0.145473,0.485801,0.0,0.02028,157.5
1.5807,3,10,0.0502,0.015413,1.760483,0.156109,0.458331,0.0,0.020478,295.0
1.5807,3,11,0.0502,0.016009,1.863231,0.154051,0.500915,0.0,0.019544,72.5
1.5807,3,12,0.0502,0.015829,1.82591,0.153258,0.462972,0.0,0.020261,210.0
4.272,1,0,0.6549,0.0,2.422962,0.16815,0.862301,0.140305,0.049363,0.0
4.272,1,1,0.6549,0.0,2.468399,0.165138,0.882317,0.138785,0.04763,137.5
4.272,1,2,0.6549,0.0,2.516624,0.172135,0.841038,0.141639,0.047428,275.0
4.272,1,3,0.6549,0.0,2.577261,0.180234,0.818494,0.154359,0.046406,52.5
4.272,1,4,0.6549,0.0,2.563696,0.18099,0.823392,0.141748,0.046333,190.0
4.272,2,0,0.6549,0.275059,3.304489,0.22888,1.191331,0.072075,0.052546,0.0
4.272,2,1,0.6549,0.275707,3.35969,0.23987,1.11966,0.072163,0.052198,137.5
4.272,2,2,0.6549,0.283476,3.245225,0.23923,1.227574,0.074894,0.05072,275.0
4.272,2,3,0.6549,0.286852,3.642341,0.231147,1.150752,0.072761,0.050776,52.5
4.272,2,4,0.6549,0.289679,3.505406,0.233615,1.186055,0.075335,0.051133,190.0
4.272,2,5,0.6549,0.284662,3.292475,0.227779,1.147208,0.066109,0.054669,327.5
4.272,2,6,0.6549,0.261734,3.451492,0.229029,1.103457,0.076724,0.052702,105.0
4.272,2,7,0.6549,0.28292,3.306548,0.221583,1.16039,0.068188,0.050517,242.5
4.272,3,0,0.6549,0.576792,4.471596,0.285239,1.436138,0.0,0.058979,0.0
4.272,3,1,0.6549,0.577833,4.403513,0.28468,1.493899,0.0,0.058067,137.5
4.272,3,2,0.6549,0.532673,4.446978,0.282819,1.491998,0.0,0.056179,275.0
4.272,3,3,0.6549,0.560038,4.150346,0.295074,1.401222,0.0,0.056093,52.5
4.272,3,4,0.6549,0.554198,4.502037,0.288541,1.436091,0.0,0.055907,190.0
4.272,3,5,0.6549,0.55592,4.280473,0.277628,1.420606,0.0,0.057374,327.5
4.272,3,6,0.6549,0.550725,4.087513,0.273044,1.473654,0.0,0.057547,105.0
4.272,3,7,0.6549,0.539632,4.192764,0.275675,1.492655,0.0,0.056701,242.5
4.272,3,8,0.6549,0.541833,4.289513,0.273378,1.401699,0.0,0.0518,20.0
4.272,3,9,0.6549,0.577561,4.242875,0.284539,1.459721,0.0,0.055016,157.5
4.272,3,10,0.6549,0.579139,4.369615,0.285842,1.432412,0.0,0.054485,295.0
4.272,3,11,0.6549,0.548629,4.333922,0.284743,1.392402,0.0,0.055901,72.5
4.272,3,12,0.6549,0.600925,4.035684,0.288276,1.443136,0.0,0.054342,210.0
1.5283,1,0,0.4802,0.0,0.987777,0.068979,0.313208,0.051997,0.016616,0.0
1.5283,1,1,0.4802,0.0,0.989208,0.06963,0.301314,0.049442,0.017004,137.5
1.5283,1,2,0.4802,0.0,0.985134,0.070348,0.305321,0.049069,0.017026,275.0
1.5283,1,3,0.4802,0.0,0.996746,0.068073,0.283998,0.048569,0.016308,52.5
1.5283,1,4,0.4802,0.0,0.992397,0.0664,0.30893,0.049921,0.01702,190.0
1.5283,2,0,0.4802,0.075114,1.300739,0.091924,0.400505,0.025393,0.018661,0.0
1.5283,2,1,0.4802,0.070422,1.322696,0.091787,0.394063,0.024523,0.018785,137.5
1.5283,2,2,0.4802,0.074931,1.318785,0.090995,0.401457,0.024804,0.017887,275.0
1.5283,2,3,0.4802,0.074185,1.222154,0.091253,0.387631,0.025361,0.01909,52.5
1.5283,2,4,0.4802,0.073536,1.361025,0.093997,0.417596,0.023617,0.018372,190.0
1.5283,2,5,0.4802,0.075075,1.309042,0.091951,0.401499,0.025409,0.018323,327.5
1.5283,2,6,0.4802,0.071232,1.315157,0.097216,0.391863,0.026178,0.017598,105.0
1.5283,2,7,0.4802,0.071997,1.286292,0.089829,0.408341,0.026363,0.018462,242.5
1.5283,3,0,0.4802,0.14676,1.637978,0.116922,0.497143,0.0,0.019554,0.0
1.5283,3,1,0.4802,0.145435,1.687989,0.111796,0.4969,0.0,0.019947,137.5
1.5283,3,2,0.4802,0.142336,1.559546,0.123952,0.502998,0.0,0.019071,275.0
1.5283,3,3,0.4802,0.14868,1.603082,0.113111,0.498208,0.0,0.019801,52.5
1.5283,3,4,0.4802,0.142676,1.645023,0.117322,0.499512,0.0,0.020517,190.0
1.5283,3,5,0.4802,0.149914,1.738989,0.117644,0.504485,0.0,0.019857,327.5
1.5283,3,6,0.4802,0.143157,1.693612,0.112045,0.513772,0.0,0.019936,105.0
1.5283,3,7,0.4802,0.145695,1.590625,0.116287,0.49459,0.0,0.019387,242.5
1.5283,3,8,0.4802,0.149802,1.663646,0.120593,0.486713,0.0,0.019899,20.0
1.5283,3,9,0.4802,0.14087,1.639874,0.118981,0.489247,0.0,0.019339,157.5
1.5283,3,10,0.4802,0.148559,1.484843,0.111838,0.47987,0.0,0.019605,295.0
1.5283,3,11,0.4802,0.146021,1.589547,0.118959,0.491194,0.0,0.019678,72.5
1.5283,3,12,0.4802,0.14345,1.574164,0.114646,0.510549,0.0,0.019914,210.0
1.6642,1,0,0.429,0.0,1.128366,0.08016,0.338989,0.054487,0.019162,0.0
1.6642,1,1,0.429,0.0,1.058352,0.076724,0.338918,0.056643,0.017985,137.5
1.6642,1,2,0.429,0.0,1.090071,0.082068,0.345874,0.053059,0.018358,275.0
1.6642,1,3,0.429,0.0,0.995755,0.08045,0.326503,0.055052,0.01811,52.5
1.6642,1,4,0.429,0.0,1.035592,0.079509,0.309295,0.054944,0.017486,190.0
1.6642,2,0,0.429,0.069081,1.41668,0.106911,0.435982,0.028173,0.020073,0.0
1.6642,2,1,0.429,0.072535,1.44215,0.09958,0.444515,0.028405,0.020307,137.5
1.6642,2,2,0.429,0.069409,1.504169,0.107667,0.43082,0.026334,0.019623,275.0
1.6642,2,3,0.429,0.072622,1.44387,0.104848,0.451753,0.028813,0.020466,52.5
1.6642,2,4,0.429,0.071602,1.48155,0.106719,0.439081,0.027622,0.020556,190.0
1.6642,2,5,0.429,0.073254,1.418868,0.103912,0.428317,0.028382,0.020349,327.5
1.6642,2,6,0.429,0.072204,1.391185,0.102897,0.435867,0.027665,0.020341,105.0
1.6642,2,7,0.429,0.072177,1.45421,0.107744,0.433438,0.027152,0.020814,242.5
1.6642,3,0,0.429,0.147786,1.76467,0.126978,0.5264,0.0,0.021611,0.0
1.6642,3,1,0.429,0.137879,1.789545,0.131358,0.534928,0.0,0.022644,137.5
1.6642,3,2,0.429,0.14229,1.875686,0.132971,0.54291,0.0,0.021832,275.0
1.6642,3,3,0.429,0.138025,1.783801,0.136448,0.546892,0.0,0.021485,52.5
1.6642,3,4,0.429,0.137461,1.795787,0.133995,0.55078,0.0,0.020849,190.0
1.6642,3,5,0.429,0.150634,1.783558,0.131189,0.543623,0.0,0.022562,327.5
1.6642,3,6,0.429,0.139476,1.742814,0.132813,0.494373,0.0,0.022158,105.0
1.6642,3,7,0.429,0.144098,1.771884,0.128296,0.543269,0.0,0.021755,242.5
1.6642,3,8,0.429,0.140267,1.79338,0.127614,0.510348,0.0,0.021255,20.0
1.6642,3,9,0.429,0.138669,1.738468,0.135167,0.519364,0.0,0.021777,157.5
1.6642,3,10,0.429,0.142955,1.793545,0.127661,0.547633,0.0,0.021933,295.0
1.6642,3,11,0.429,0.144413,1.758979,0.129207,0.559598,0.0,0.022295,72.5
1.6642,3,12,0.429,0.144537,1.781018,0.12397,0.544995,0.0,0.022969,210.0
3.684,1,0,0.3969,0.0,2.41367,0.181784,0.726273,0.126001,0.040375,0.0
3.684,1,1,0.3969,0.0,2.469771,0.175655,0.706165,0.125127,0.04126,137.5
3.684,1,2,0.3969,0.0,2.447804,0.176752,0.698877,0.126749,0.038314,275.0
3.684,1,3,0.3969,0.0,2.442309,0.178783,0.722672,0.120274,0.040366,52.5
3.684,1,4,0.3969,0.0,2.386045,0.177032,0.712351,0.125356,0.042392,190.0
3.684,2,0,0.3969,0.149833,3.290003,0.234205,0.948505,0.061245,0.044274,0.0
3.684,2,1,0.3969,0.146193,3.124459,0.234809,0.906947,0.058543,0.043554,137.5
3.684,2,2,0.3969,0.143132,3.277208,0.232634,0.946327,0.058921,0.042071,275.0
3.684,2,3,0.3969,0.139166,3.270927,0.236944,0.934323,0.063603,0.04297,52.5
3.684,2,4,0.3969,0.14742,3.138363,0.22332,0.96235,0.064887,0.045188,190.0
3.684,2,5,0.3969,0.143363,3.30496,0.228855,0.955616,0.062473,0.044763,327.5
3.684,2,6,0.3969,0.151884,3.222109,0.235082,0.913283,0.058172,0.042619,105.0
3.684,2,7,0.3969,0.142854,3.189493,0.234868,0.944467,0.060925,0.043442,242.5
3.684,3,0,0.3969,0.288692,4.103041,0.30146,1.153285,0.0,0.048072,0.0
3.684,3,1,0.3969,0.29371,4.016545,0.301305,1.145755,0.0,0.047363,137.5
3.684,3,2,0.3969,0.289403,3.878442,0.283843,1.176113,0.0,0.047373,275.0
3.684,3,3,0.3969,0.292013,3.962621,0.283411,1.176286,0.0,0.047738,52.5
3.684,3,4,0.3969,0.29063,3.99544,0.285557,1.123863,0.0,0.047598,190.0
3.684,3,5,0.3969,0.296647,4.018819,0.301894,1.16161,0.0,0.045921,327.5
3.684,3,6,0.3969,0.297357,3.903848,0.28813,1.146539,0.0,0.048739,105.0
3.684,3,7,0.3969,0.281714,4.040066,0.296551,1.168822,0.0,0.045551,242.5
3.684,3,8,0.3969,0.296168,3.798622,0.304225,1.116207,0.0,0.046348,20.0
3.684,3,9,0.3969,0.272899,3.986026,0.309096,1.256942,0.0,0.047931,157.5
3.684,3,10,0.3969,0.289556,3.967543,0.283716,1.191658,0.0,0.046021,295.0
3.684,3,11,0.3969,0.304661,3.900705,0.306594,1.221216,0.0,0.044427,72.5
3.684,3,12,0.3969,0.28392,4.063898,0.300324,1.132307,0.0,0.049234,210.0
4.8076,1,0,0.278,0.0,3.217923,0.250189,0.894267,0.161325,0.055766,0.0
4.8076,1,1,0.278,0.0,3.060292,0.25404,0.905227,0.165153,0.054467,137.5
4.8076,1,2,0.278,0.0,3.204052,0.246277,0.929725,0.159118,0.052636,275.0
4.8076,1,3,0.278,0.0,3.258865,0.238994,0.860607,0.15806,0.049642,52.5
4.8076,1,4,0.278,0.0,3.171194,0.251948,0.928687,0.155236,0.054792,190.0
4.8076,2,0,0.278,0.142433,4.096651,0.316232,1.141553,0.080445,0.057153,0.0
4.8076,2,1,0.278,0.134662,4.315836,0.324134,1.20703,0.083986,0.056414,137.5
4.8076,2,2,0.278,0.135497,4.274396,0.329375,1.270477,0.083005,0.060441,275.0
4.8076,2,3,0.278,0.133356,4.022463,0.319783,1.21389,0.08456,0.056693,52.5
4.8076,2,4,0.278,0.13121,4.371888,0.333234,1.18915,0.080949,0.058418,190.0
4.8076,2,5,0.278,0.126289,4.403428,0.322372,1.236299,0.079261,0.057432,327.5
4.8076,2,6,0.278,0.140331,4.426572,0.323562,1.250893,0.08303,0.057251,105.0
4.8076,2,7,0.278,0.132839,4.383148,0.339199,1.160826,0.081099,0.055717,242.5
4.8076,3,0,0.278,0.26387,5.37805,0.409876,1.516793,0.0,0.062572,0.0
4.8076,3,1,0.278,0.245141,5.462387,0.401189,1.550491,0.0,0.063928,137.5
4.8076,3,2,0.278,0.271267,4.970126,0.408402,1.474863,0.0,0.064583,275.0
4.8076,3,3,0.278,0.258004,5.373964,0.406422,1.490011,0.0,0.063263,52.5
4.8076,3,4,0.278,0.275733,5.435723,0.407325,1.509793,0.0,0.062503,190.0
4.8076,3,5,0.278,0.265454,5.421486,0.420698,1.583746,0.0,0.062348,327.5
4.8076,3,6,0.278,0.269644,5.324905,0.412207,1.480251,0.0,0.06458,105.0
4.8076,3,7,0.278,0.269411,5.272265,0.406296,1.590625,0.0,0.06186,242.5
4.8076,3,8,0.278,0.272991,5.374479,0.443254,1.482835,0.0,0.06131,20.0
4.8076,3,9,0.278,0.283658,5.124514,0.383183,1.468149,0.0,0.059591,157.5
4.8076,3,10,0.278,0.255815,5.32865,0.420801,1.539448,0.0,0.064058,295.0
4.8076,3,11,0.278,0.279584,5.464913,0.417494,1.503181,0.0,0.060844,72.5
4.8076,3,12,0.278,0.275508,5.241735,0.413953,1.544273,0.0,0.062492,210.0
4.4408,1,0,0.9541,0.0,2.391955,0.148847,0.913512,0.14654,0.050601,0.0
4.4408,1,1,0.9541,0.0,2.276767,0.140685,0.976601,0.154151,0.048303,137.5
4.4408,1,2,0.9541,0.0,2.456036,0.139982,0.931791,0.149771,0.045996,275.0
4.4408,1,3,0.9541,0.0,2.425191,0.140772,0.981967,0.147803,0.048202,52.5
4.4408,1,4,0.9541,0.0,2.467657,0.137491,0.950386,0.150893,0.047969,190.0
4.4408,2,0,0.9541,0.447317,3.151025,0.181885,1.311243,0.072339,0.055338,0.0
4.4408,2,1,0.9541,0.424577,3.099419,0.195216,1.264859,0.076079,0.052031,137.5
4.4408,2,2,0.9541,0.404727,3.327784,0.191541,1.254856,0.074301,0.05216,275.0
4.4408,2,3,0.9541,0.412238,3.306272,0.190641,1.295775,0.075725,0.055032,52.5
4.4408,2,4,0.9541,0.415277,3.536187,0.182425,1.317447,0.071992,0.058424,190.0
4.4408,2,5,0.9541,0.414759,3.341176,0.178773,1.211657,0.072885,0.051954,327.5
